2782.0 2762.0 13.036013841629028 2782.0 0.5760939121246338 2768.0 21.60123872756958
2868.0 2864.0 8.418284893035889 2868.0 0.572502613067627 2864.0 17.848406076431274
2850.0 2836.0 9.453048944473267 2850.0 0.6035079956054688 2836.0 18.98520827293396
1159.0 1081.0 1.3380215167999268 1142.0 0.07514667510986328 1100.0 1.6126019954681396
1325.0 1301.0 1.6988131999969482 1323.0 0.1134953498840332 1302.0 1.6384944915771484
1305.0 1277.0 0.5891609191894531 1305.0 0.07486915588378906 1258.0 1.0753979682922363
1228.0 1224.0 0.6488983631134033 1224.0 0.0747678279876709 1210.0 1.2905592918395996
1278.0 1251.0 0.5795660018920898 1251.0 0.07192802429199219 1251.0 1.076216220855713
1223.0 1207.0 0.7085838317871094 1215.0 0.12218213081359863 1212.0 1.1521499156951904
1291.0 1253.0 1.2220842838287354 1284.0 0.08803939819335938 1273.0 1.3741908073425293
1680.0 1590.0 2.6501054763793945 1640.0 0.25522375106811523 1586.0 2.7011911869049072
1729.0 1720.0 1.6373424530029297 1724.0 0.23400211334228516 1691.0 4.12859582901001
2349.0 2250.0 8.383305788040161 2320.0 0.2913503646850586 2267.0 4.898568630218506
2362.0 2309.0 8.139990329742432 2362.0 0.2833828926086426 2309.0 5.0955095291137695
2640.0 2621.0 8.446678876876831 2640.0 0.6353597640991211 2621.0 17.13671326637268
2758.0 2732.0 10.36964750289917 2745.0 1.0000698566436768 2732.0 26.542394638061523
2721.0 2686.0 11.098510026931763 2718.0 0.60831618309021 2686.0 22.90423274040222
3135.0 3127.0 17.47777032852173 3135.0 1.1327900886535645 3079.0 45.363473415374756
5219.0 5213.0 71.77306628227234 5214.0 3.4839444160461426 5213.0 142.65773582458496
5259.0 5251.0 77.05627942085266 5259.0 3.2532975673675537 5253.0 147.9202082157135
